ID,Sentiment,Tweet
71,Positive,Going to finish up volume 2 today. I've got some awesome server set up and is looking forward to a good stream! Starting in about am hour!
72,Positive,imma probably play some borderlands tps in a bit . that'll be fun
73,Positive,imma is probably playing a bit of borderland tps. That will be fun.
74,Positive,imma will probably play some border tps in a bit. It's going to be fun
75,Positive,imma probably play live borderlands tps in a bit. that'll be fun
76,Positive,for imma probably play some borderlands tps in a bit. that'yer ll be a fun
77,Positive,imma probably got some video tps in a bit. that'll make fun
84,Positive,FUCK YESSSSSSSS . 
85,Positive,FICK YESSSSSS.
86,Positive,FUCK YESSSSSSSS.
87,Positive,FUCK YESSSSSSSS<unk>
88,Positive,A FUCK... YESSSSSSSS.
89,Positive,FUCK YOU.
120,Positive,"Finally played through borderlands 3. The actual game play is great. Almost all guns feel fun, and I never once felt like I needed to grind. That story on the other hand.... All I will say Is that I'm very much so looking forward to the eventual cutscene skip :)"
121,Positive,"Finally played by Borderlands 3. The actual game is great. Almost all weapons feel funny, and I never felt like I had to grind. On the other hand... All I will say is that I am very much looking forward to the eventual sequence skip:)"
122,Positive,This story on the other hand.... All I will say is that I'm looking forward to an occasional slip:)
123,Positive,"Finally played through borderlands 3. The open game play is great. Almost all guns feel fun, and I never once felt like I needed to grind. The story on to another hand.... All I will say Is that I'm very much so looking forward to its eventual cutscene skip :)"
124,Positive,"Finally played through borderlands 3. The actual game I play is great. Almost all guns feel fun, and yet I never once felt much like someone I seriously needed to grind. That pretty story on the other side hand.... All I will say Is that I'm very damn much so forward looking forward to the eventual endless cutscene skip : )"
125,Positive,"Finally played through borderlands 5. The actual game play is great. Almost all guns were fun, and I never once felt sure I needed to grind. That story is the other hand.... but I will say now oh yes'm very much so looking forward to the extended cutscene skip :)"
132,Positive,Come meet one of the lovely Gaming Goddesses . 
133,Positive,Meet one of the lovely gambling goddesses.
134,Positive,Come meet one of the beautiful gods of gambling.
135,Positive,Come to one of the lovely Gaming Goddesses.
136,Positive,16 Come meet one of... the lovely Gaming Goddesses.
137,Positive,Come meet one of the lovely Green Goddesses.
150,Positive,Ok I am LOVING THIS (also playing Bombs Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is A1!
151,Positive,Ok I'm LOVING THIS (also playing Bombs Over Baghdad in something gives me a hype) Very Borderlands like and the concept is A1!
152,Positive,Ok I am LOVING THIS (also playing Bombs Over Baghad in anything gets me here) Very Borderlands like and the concept is A1!
153,Positive,Ok I am LOVING THIS (also seeing Take Over Baghdad in anything gets me hype)  Very Borderlands like and the concept is awesome!
154,Positive,Ok sir I am LOVING THIS ( also just playing Bombs Over Baghdad and in case anything gets its me hype ) I Very Borderlands like and the concept is A1!
155,Positive,Ok I am LOVING THIS (also playing Bombs and Earth in anything gets me hype) Very good RPG and the concept is A1!
156,Positive,Just uninstalled all of my other games to make space for Borderlands 3 . 
157,Positive,Just uninstall all my other games to make room for Borderlands 3.
158,Positive,Just deleted all my other games to make room for Borderlands 3.
159,Positive,Just uninstalled all of my other games will make space for Borderlands 3.
160,Positive,Just uninstalled all other of my my other games to make space for watching Borderlands 3.
161,Positive,Just uninstalled all of all other games in make space for Borderlands 3.
168,Positive,Bioshock AND borderlands coming to the switch bitch count me the fuck in
169,Positive,Bioshock AND borderlands coming to the switch bitch count me the fuck in
170,Positive,Bioshock And borderlands coming to the switch bitch count me the fuck in
171,Positive,Bioshock AND borderlands coming to the desert bitch count me the fuck in
172,Positive,Bioshock Montana AND other borderlands Are coming to the switch bitch count me the fuck in
173,Positive,Bioshock AND borderlands coming after your switch bitch count me the fuck in
174,Positive,Platinum is the best loot @Borderlands  
175,Positive,Platinum is the best booty @ Borderlands
176,Positive,Platinum is the best lot @ Borderlands
177,Positive,Platinum has the best loot @Borderlands
178,Positive,Platinum Rock is named the best loot @Borderlands
179,Positive,Platinum is the best loot the
186,Positive,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
187,Positive,Start streaming this morning! I'm still playing some of the Borderlands DLCs and vibrating to my new playlists I've made. Come vibe. I'm also lowering my quality to 720p to see if it makes a difference how well my stream runs on my stupid internet Lmao... twitch.tv / heyitscece _
188,Positive,Jon stream early today! Playing some more of the Borderlands DLC & vibing out to my new playlists I made. come vibe. Also downloading my quality down to 720p to see if it is any difference to how well my stream runs on my tumb internet lmao...
189,Positive,Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
190,Positive,the Jumping on stream early today! Playing some more of the Borderlands DLCs & vibing out to my new playlists I made .  come vibe. Also dropping my quality down to 720p to see if it makes any difference to how well my stream runs on my dumb internet lmao . . . twitch.tv/heyitscece_
191,Positive,why
204,Positive,Borderlands 2 is so good omg
205,Positive,Borderlands 2 is so good omg
206,Positive,Borderlands 2 is so good omg
207,Positive,Borderlands 2 is now good omg
208,Positive,Borderlands 2 is ever so good omg
209,Positive,Borderlands 2 is so an omg
228,Positive,I got to play Borderlands 2 with the entire polycule tonight. It was fun and magical. The the evening had to end. *sigh*.
229,Positive,"I was allowed to play Borderlands 2 tonight with all the polyphony. It was funny and magical, the evening had to end. * sigh *."
230,Positive,I had to play Borderlands 2 with all the polyslice tonight. It was fun and magical. The evening had to end. * sigh *.
231,Positive,"I got to enjoy Borderlands 2 with the entire polycule tonight. It was fun, magical. The the evening had better end. *sigh*."
232,Positive,So I got to play Borderlands part 2 with the same entire polycule tonight. It was really fun and magical. The The the evening finally had to end. * sigh *.
233,Positive,I got to play Jackson 2 with his entire polycule tonight. It was fun completely magical. The happy evening had to end. *sigh*.
240,Positive,Borderlands 3 is good so far but Borderlands 2 will always be the fav
241,Positive,"Borderlands 3 is good so far, but Borderlands 2 will always be the favorite"
242,Positive,Borderlands 3 is good so far but Borderlands 2 will always be the fav
243,Positive,Borderlands 3 is good so far but Borderlands 2 not always be the fav
244,Positive,Borderlands 3 is good so far but... Borderlands 2 certainly will always probably be the fav
245,Positive,<unk> 3 is good so far but Guardian 2 will always be the fav
246,Positive,"Finally got around to starting Borderlands 3 this weekend, and I love it already. . So well made. . . "
247,Positive,"Finally I managed to start Borderlands 3 this weekend, and I love it already... So well done..."
248,Positive,Finally got to the launch of Borderlands 3 this weekend and I'm already enjoying it... So well done...
249,Positive,"Finally got around to starting Borderlands 3 this weekend, and I loved it already.. So well loved..."
250,Positive,"Finally got around to officially starting Borderlands 3 this whole weekend, and I love it going already.. So well you made..."
251,Positive,"Finally got around to starting Borderlands 2 this weekend, and I turned it over.. So many made..."
258,Positive,What a night! I had heeps of fun playing Borderlands 2! We're getting closer and closer towards the end! . . After the stream we raided @ClocksyDraws ! What a amazing streamer with beautiful art pieces! Give him a follow if you don't already do! . . Goodnight!. .  
259,Positive,What a night! I had loads of fun playing Borderlands 2! We are getting closer and closer to the end!.. After the stream we have raided @ ClocksyDraws! What an amazing streamer with beautiful artwork! Give it a follow-up if you haven't done it yet!.. Good night!.
260,Positive,What a night! I had fun playing Borderlands 2! We're getting closer and closer to the end!... After the stream we drove through @ ClocksyDraws! What an amazing street with beautiful works of art! Let him imitate if you haven't already!.. Good night!..
261,Positive,What a night! I had heeps of fun playing Borderlands 2! We're getting closer and closer towards this end!!. Through the stream we raided @ClocksyDraws! What a amazing streamer for beautiful art pieces! Give it a follow if you don't already do!<unk>. Goodnight!..
262,Positive,But What a night! I had heeps of fun playing Borderlands 2! We'll re getting any closer... and closer just towards the end!.. After the stream we raided @ClocksyDraws! a What brilliant a amazing streamer with beautiful art pieces! Give him for a follow if you can don't already go do!.. Goodnight!..
263,Positive,of a night! I just heeps in fun playing Borderlands 2! We're getting closer and closer towards this end!.. After the stream was raided @ClocksyDraws! What a cool streamer with beautiful art pieces! Give such a follow where we don't already so!.. Goodnight!..
276,Positive,YOOOOOOOOOO i'm actually so hyped for this movie
277,Positive,YOOOOOOOOOOO I'm really so puffed up for this movie
278,Positive,YOOOOOOOOO i'm actually so hyped for this movie
279,Positive,YOOOOOOOOOO i'm currently so hyped for this movie
280,Positive,YOOOOOOOOOO when i'm not actually so hyped for all this little movie
281,Positive,YOOOOOOOOOO i'm actually so hyped for that guy
282,Positive,Bc all those games are okay this borderlands is the best of its kind
283,Positive,"Bc all these games are fine, this border country is the best of its kind."
284,Positive,BBC: All of these games are good this year and are the best of their kind.
285,Positive,Bc all those games are okay this borderlands is probably best of its kind
286,Positive,Bc all those games are okay this is borderlands... is the best region of its kind
287,Positive,think all those games are okay this borderlands is the best of its good
294,Positive,The next one is Borderlands: The Handsome Collection. You're welcome
295,Positive,Next is Borderlands: The Handsome Collection. You are welcome.
296,Positive,Next up is Borderlands: The Handsome Council.
297,Positive,The next one is Borderlands: Best Handsome Collection. You're welcome
298,Positive,The next short one is Borderlands : For The True Handsome Collection. You're welcome
299,Positive,The second one is Borderlands: The Handsome Collection. How're welcome
300,Positive,I disagree. Psycho Krieg and the Fantastic Fustercluck is a wonderful end to the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of Krieg’s character and memorable set pieces players interact with.
301,Positive,"Psycho Krieg and the Fantastic Fustercluck is a wonderful conclusion to the Borderlands 3 dlc line, which focuses on a fan favorite character and offers long-lasting players a conclusion on some very big issues of the character of war and memorable set pieces with which players interact."
302,Positive,"""Psycho and Ostik Fusterkluck"" is the perfect conclusion to the ""Borderlands 3"" line, which focuses on the fans ""favorite character and gives the players the opportunity to close for a long time some very important questions about's character and the memorable scenery with which the players interact."
303,Positive,I disagree. Psycho Krieg vs the Fantastic Fustercluck is a wonderful end game the borderlands 3 dlc line that focuses on a fan favorite character and gives long lasting players closure on some very big questions of primary character and memorable set character players play with.
304,Positive,I seriously disagree. The Psycho Krieg and the Very Fantastic Fustercluck story is a wonderful end to the borderlands 3 dlc book line that focuses on a fan favorite character and gives long game lasting players closure on some very big questions of both Krieg ’ s character and the memorable set in pieces players always interact with.
305,Positive,not disagree. Klaus Krieg and the Fantastic Fustercluck have a wonderful end to the borderlands 3 dlc line that focuses on this fan favorite character and gives little range satisfying closure on several very big questions of that character and memorable set pieces players interact with.
312,Positive,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up in gear stats, all combine to make the game fresh yet again."
313,Positive,"This April patch + mini DLC for Borderlands 3 is amazing, the events, the new difficulty modifiers, the extra gear stats make the game fresh once again."
314,Positive,The April patch + mini DLC for Borderlands 3 is amazing.
315,Positive,"This April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up total gear stats, all combine to make the event great yet again."
316,Positive,"This latest April patch + mini DLC for Ultimate Borderlands Online 3 is amazing. The story events, the brand new level difficulty modifiers, the ramp to up power in gear stats, all combine to make the game fresh yet again."
317,Positive,"The April patch + mini DLC for Borderlands 3 is amazing. The events, the new difficulty modifiers, the ramp up<unk> gear stats, and combine a make my game fresh fun again."
318,Positive,"Hey guys! @Optus appears to have had an accident just as the stream was getting good! As an apology I'll be back tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!  "
319,Positive,"Hi guys! @ Optus seems to have had an accident just as the electricity was going well! As an excuse I'll be back tomorrow for MORE border countries! Again, big apologies, no idea what happened!"
320,Positive,"Hey guys! @ Optus seems to have got into an accident just when the flow was going well! As an apology I'll be back tomorrow for MORE border lands! Once again, a big apology, I have no idea what happened!"
321,Positive,"Hey guys! @Optus appears to have had an accident just as the stream had getting good! As an operator will be reporting tomorrow for MORE borderlands! Once again, big apologies, no idea what happened!"
322,Positive,"Hey guys! @Optus appears to have had an accident just as the blood stream was getting as good! Now As an apology I's ll be back tomorrow for US MORE The borderlands! But Once again, big apologies, though no idea what exactly happened!"
323,Positive,"<unk> guys! @Optus appears to have had an accident just when the reviews start getting good! After an apology I'll be back tomorrow for MORE borderlands! Once again, my apologies, no idea what exactly!"
324,Positive,Big hearty congratulations to my @PlayApex @Respawn @CallofDuty @Borderlands @DestinyTheGame families on your @BAFTAGames nominations!!! Wooohoooo!!!!
325,Positive,Congratulations to my @ PlayApex @ Respawn @ CallofDuty @ Borderlands @ DestinyTheGame families on your @ BAFTAGames nominations!!! Wooohoooo!!!
326,Positive,Big heartfelt congratulations to my @ PlayApex @ Respawn @ CfDuty @ Borderlands @ DestinyTheGame on your @ BAFTAGames!!! Woooooooo!!!
327,Positive,Big special congratulations to my fellow @PlayApex @Respawn @CallofDuty @Borderlands families on your @DestinyTheGame<unk> Wooohoooo!!!!
328,Positive,Big night hearty congratulations for to having my @PlayApex campaign @Respawn project @CallofDuty @Borderlands @DestinyTheGame Distinguished families putting on your numerous @BAFTAGames Foundation nominations!!! Wooohoooo!!!!
329,Positive,Big Strong congratulations to my<unk> parents @PlayApex @Respawn adoptive families and your various nominations!!! Wooohoooo!!!!
348,Positive,best borderlands character :y pic.twitter.com/XR9P3UrsqG
349,Positive,Best border character: y pic.twitter.com / XR9P3UrsqG
350,Positive,best borderlands character: y pic.wikipedia.org / XR9P3UrsqG
351,Positive,best borderlands character :y pic.twitter.com/XR9P3UrsqG
352,Positive,see best borderlands character :y pic.twitter.com/XR9P3UrsqG
353,Positive,<unk>
354,Positive,My 4 fave games are Minecraft. Borderlands 2.Forza horizon 4. Lego star wars
355,Positive,My 4 favorite games are Minecraft. Borderlands 2.Forza Horizon 4. Lego Star Wars
356,Positive,My 4 favorite games are Minecraft. Borderlands 2.Forza h4. Lego star wars
357,Positive,My 4 fave games are Minecraft. Borderlands 2.Forza Tournament 4. Lego star wars
358,Positive,2 My favourite 4 fave games are Minecraft. Borderlands EP 2. The Forza horizon 4. Lego star wars
359,Positive,screen 4 fave titles are Minecraft. Borderlands 2.Forza horizon 4. Lego star 4
360,Positive,I feel like I accomplished something here even though in reality all I did was suffer and die . . .  
361,Positive,"I have the feeling that I have achieved something here, when in reality I have only suffered and died..."
362,Positive,"I feel like I've spilled something here, when in fact all I've done is suffer and die..."
363,Positive,I feel like I accomplished something here even though in reality all I felt was fuck and die...
364,Positive,I feel like I accomplished something here even though now in my reality seemingly all I did here was suffer and die...
365,Positive,I feel like I accomplished something beautiful and though in reality most I did was suffer and die...
390,Positive,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that won't play fort. And have 1700... Want psycho. Will get him. I am borderlands and Overwatch fan and he is Psycho and Junkratt
391,Positive,"I'm here... with Samsung, that's full of homework. Away from PS4 and Samsung that won't continue to play. And have 1700... want Psycho. Will get him. I'm a frontier commuter and Overwatch fan and he's Psycho and Junkratt"
392,Positive,"I'm here... With Samsung, which is full of home affairs. Away from F4 and Samsung that won't play fort. And have 1700... Want psycho. Want him. I am borderlands and Overwatch fan and he is Psycho and Jratt"
393,Positive,I am here... With Samsung that is full of homeworks. Away from ps4 and Samsung that we play fort. And have 1700... Want psycho. Will get paid. I am borderlands and Overwatch s and he is Psycho... Awesome
394,Positive,Now I am happy here... With Samsung that is full lots of homeworks. Be Away from ps4 and of Samsung that is won't the play fort. And have the 1700... Want psycho. Will get him. I am borderlands and Overwatch and fan and he said is Psycho and Junkratt
395,Positive,I am here... and Samsung like is full fucking homeworks. Phone from ps4 and Samsung that has't play fort. will have 1700... Want psycho. Will have me. I am borderlands and Overwatch fan and this is Psycho and Junkratt
396,Positive,As amazing as this is.... It's been out for MONTHS.... . Please.. . PLEASE.. . Tell us about the Ascension Bluff DOOR.. . It's been A YEAR.
397,Positive,s been out for months.... Please... PLEASE... Tell us about the Ascension Bluff Door... It has been a YEAR.
398,Positive,As amazing as it may be... It was for MONTHS... Please... PLEASE... Tell us about the Ascension of the Bluff Door... It has been a YEAR.
399,Positive,As amazing of this is.... This been out for MONTHS....... PLEASE... Tell us about the Ascension Bluff DOOR... It's been A YEAR.
400,Positive,As extremely amazing that as this is.... 3 It's been out preparing for some MONTHS..... Please... We PLEASE... Tell us about the Ascension Base Bluff Station DOOR... 2 It's really been A YEAR.
401,Positive,As amazing saying That is.... It's also happening for MONTHS.....<unk>... PLEASE... Tell us about the Last Bluff here... It's FOR A YEAR.
408,Positive,"Perfect casting for Lilith, most anticipated film"
409,Positive,"Perfect casting for Lilith, the most anticipated film"
410,Positive,"Great casting for ""Lilit,"" the most anticipated film"
411,Positive,"Perfect casting powers Lilith, most anticipated film"
412,Positive,"Perfect casting for first Lilith, most anticipated film"
413,Positive,"Perfect Time for Lilith, most anticipated film"
444,Positive,"Just officiated a gay wedding in Borderlands 3, feeling powerful rn."
445,Positive,I just celebrated a gay wedding in Borderlands 3 and felt powerful.
446,Positive,"Just played a gay wedding in Borderlands 3, feeling powerful."
447,Positive,"Just officiated a gay wedding in Borderlands 3, the powerful rn."
448,Positive,"Just officiated a gay fan wedding in WWE Borderlands Episode 3, feeling powerful rn."
449,Positive,"once officiated a gay wedding in Borderlands 3, as powerful rn."
450,Positive,Loving the new DLC!!!. @Borderlands @DuvalMagic @GearboxOfficial pic.twitter.com/PKZJxlGXLj
451,Positive,I love the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.twitter.com / PKZJxlGXLj
452,Positive,Catching the new DLC!!!. @ Borderlands @ DuvalMagic @ GearboxOfficial pic.fm / PKZJxlGXLj
453,Positive,Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj
454,Positive,F Loving the new DLC!!!. RhandlerR RhandlerR RhandlerR pic.twitter.com/PKZJxlGXLj
455,Positive,one
462,Positive,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
463,Positive,"Lil preview of a Mayan drawing I've been working on! Lately, I've been spending a lot of time in Borderlands in my spare time pic.twitter.com / 1nYE0S5cMe"
464,Positive,Lil preview of a Maya drawing I've been chiming away at! Been sinking a lot of time into Borderlands in my offer hours late pic.facebook.com / 1nYE0S5cMe
465,Positive,Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
466,Positive,C Lil preview of a Maya drawing I've been chipping away at! Been sinking a lot of time into Borderlands in my off hours lately pic.twitter.com/1nYE0S5cMe
467,Positive,can
480,Positive,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
481,Positive,Have u played Borderlands 3? Pretty fun imo. Anyway whateves pic.twitter.com / Uoute82ADo
482,Positive,Have u played borderlands 3? Pretty fun imo. Anyways whatsoever pic.facebook.com / Uoute82ADo
483,Positive,Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
484,Positive,TV Have u played borderlands 3? Pretty fun imo. Anyways whateves pic.twitter.com/Uoute82ADo
485,Positive,of
504,Positive,"Just started playing Borderlands 3: guns, love, and tentacles only to hear the voice of half of my favorite youtube channel @GameGrumps . Hell yeah @egoraptor , forever apart of one of the best @GearboxOfficial games as a creepy ass character."
505,Positive,"I just started playing Borderlands 3: weapons, love and tentacles, just to hear the voice of half of my favorite channel @ GameGrumps. Hell yeah @ egoraptor, forever separated from one of the best @ GearboxOfficial games as a creepy ass character."
506,Positive,"Just started playing Borderlands 3: Weapons, Love, and Tentacles just to hear the voice of half of my favorite YouTube channel @ GameGrup."
507,Positive,"Just started playing Borderlands 3: guns, love, and tentacles wanting to lose the voices of half of another favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart of one of the best @GearboxOfficial games as a creepy ass cartoon."
508,Positive,"He Just started off playing it Borderlands Season 3 : with guns, love, and tentacles only later to hear the voice of my half of my favorite youtube channel @GameGrumps. Hell yeah @egoraptor, forever apart because of one of the best @GearboxOfficial with games plays as a creepy ass character."
509,Positive,"Just started playing Borderlands 3: guns, love, bad tentacles again and hear a voice of half of an old music channel @GameGrumps. Hell yeah @egoraptor, the apart of one of the best @GearboxOfficial games as a creepy ass demon."
510,Positive,I know it doesnt look like much but borderlands is my favorite game!!! Thank you @SmilingOcean_ pic.twitter.com/X3dyPtNALD
511,Positive,"I know it doesn't look like much, but Borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.twitter.com / X3dyPtNALD"
512,Positive,I know it doesn't look like much but borderlands is my favorite game!!! Thank you @ SmilingOcean _ pic.it / X3dyPtNALD
513,Positive,I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD
514,Positive,N I know it doesnt look like much but borderlands is my favorite game!!! Thank you RhandlerR pic.twitter.com/X3dyPtNALD
515,Positive,It
534,Positive,We've been playing a lot of Borderlands 2 on  . . Also gotta love this stunning cosplay by Kunaii Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy
535,Positive,We played a lot of Borderlands 2... Also I must love this stunning cosplay from Kunaii Cosplay! instagram.com / xxkunaiixx / https: / / t.co / GiWX2aqtUy
536,Positive,We've been playing a lot of Borderlands 2 on.. Also global love this stunning cosplay by Kunaii Cosplay! instagram.com / xxxaiii.com / https: / / Fenco / GiWX2aqtUy
537,Positive,We've been playing a lot of Borderlands 2 on .. Also gotta save this monkey cosplay on Fox Cosplay! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy]
538,Positive,We've been over playing a lot thinking of Borderlands using 2 tracks on.. x Also your gotta love read this stunning little cosplay by Kunaii Cosplay! to instagram. com / xxkunaiixx / https://t.co/GiWX2aqtUy ]
539,Positive,We've been playing this blast of Borderlands music on.. Also gotta see this face cosplay • Kunaii Jackson! instagram.com/xxkunaiixx/ https://t.co/GiWX2aqtUy]
546,Positive,@Borderlands @DuvalMagic @GearboxOfficial I just wanted to say a huge thank you to all of you who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK YOU. 
547,Positive,"@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and continue to work on Borderlands and Gears, you crushed it more than ever before because you know how difficult it must have been, so THANK YOU."
548,Positive,@ Borderlands @ DuvalMagic @ GearboxOfficial I just wanted to say a huge thank you to all of you who have worked and are working on borderlands and gearbox you were broken more than ever before.
549,Positive,@Borderlands @DuvalMagic … I just wanted too say a huge thank you for all of them who worked and are working on borderlands and gearbox you’ve been crushing it enven more than before covid knowing how it must have been difficult so THANK IT.
550,Positive,@Borderlands... @DuvalMagic... @GearboxOfficial I just wanted to say saying a good huge thank you to all those of you who worked and are working on borderlands wheels and gearbox you ’ ve been crushing it enven more than months before covid knowing now how it all must have been real difficult so THANK YOU.
551,Positive,of @Borderlands @DuvalMagic I just gotta go offer one huge thank of to all of you who worked and are working on borderlands and gearbox you’ve been crushing here enven more than before totally understand how it must have been difficult so THANK YOU.
594,Positive,IM SO FUCKING EXCITED
595,Positive,IN THE SO FICKING EXCELLENT
596,Positive,The Proton-M launch vehicle that disappeared from the face of the Earth
597,Positive,IM SO FUCKING IN
598,Positive,IM AT SO GO FUCKING EXCITED
599,Positive,IM SO WHAT EXCITED
600,Positive,Well this is certainly a development.
601,Positive,"Well, that's certainly a development."
602,Positive,"Well, that's development, of course."
603,Positive,Well this is certainly a question.
